company,title,experience,location,posted_relative,rating,reviews,raw_text,posted_date
ProcDNA Senior Lead,HR Business Partner 5 - 8 yrs ProcDNA - Senior Lead - HR Business Partner Posted 1 month ago      2026-02-07 20:21:46  ProcDNA - Senior Lead - HR Business Partner https://www.iimjobs.com/j/procdna-senior-lead-hr-business-partner-1654181?ref=sp&jobPos=68   ProcDNA - Senior Lead - HR Business Partner,5 - 8 yrs,Gurgaon/Gurugram,Posted 1 month ago      2026-02-07 20:21:46  ProcDNA - Senior Lead - HR Business Partner https://www.iimjobs.com/j/procdna-senior-lead-hr-business-partner-1654181?ref=sp&jobPos=68,,,ProcDNA Senior Lead - HR Business Partner 5 - 8 yrs ProcDNA - Senior Lead - HR Business Partner Posted 1 month ago      2026-02-07 20:21:46  ProcDNA - Senior Lead - HR Business Partner https://www.iimjobs.com/j/procdna-senior-lead-hr-business-partner-1654181?ref=sp&jobPos=68   ProcDNA - Senior Lead - HR Business Partner 5 - 8 yrs Gurgaon/Gurugram Posted 1 month ago      2026-02-07 20:21:46  ProcDNA - Senior Lead - HR Business Partner https://www.iimjobs.com/j/procdna-senior-lead-hr-business-partner-1654181?ref=sp&jobPos=68,
Tata Tele Business Services Lead,HR Business Partner 8 - 10 yrs Tata Tele Business Services - Lead - HR Business Partner Posted 1 month ago      2026-02-07 20:21:46  Tata Tele Business Services - Lead - HR Business Partner https://www.iimjobs.com/j/tata-tele-business-services-lead-hr-business-partner-1652717?ref=sp&jobPos=69   Tata Tele Business Services - Lead - HR Business Partner,8 - 10 yrs,Pune,Posted 1 month ago      2026-02-07 20:21:46  Tata Tele Business Services - Lead - HR Business Partner https://www.iimjobs.com/j/tata-tele-business-services-lead-hr-business-partner-1652717?ref=sp&jobPos=69,,,Tata Tele Business Services Lead - HR Business Partner 8 - 10 yrs Tata Tele Business Services - Lead - HR Business Partner Posted 1 month ago      2026-02-07 20:21:46  Tata Tele Business Services - Lead - HR Business Partner https://www.iimjobs.com/j/tata-tele-business-services-lead-hr-business-partner-1652717?ref=sp&jobPos=69   Tata Tele Business Services - Lead - HR Business Partner 8 - 10 yrs Pune Posted 1 month ago      2026-02-07 20:21:46  Tata Tele Business Services - Lead - HR Business Partner https://www.iimjobs.com/j/tata-tele-business-services-lead-hr-business-partner-1652717?ref=sp&jobPos=69,
Sagility Associate Director,"HR Business Partner - Voice Process 8 - 15 yrs Sagility - Associate Director - HR Business Partner - Voice Process Posted 1 month ago      2026-02-07 20:21:46  Sagility - Associate Director - HR Business Partner - Voice Process https://www.iimjobs.com/j/sagility-associate-director-hr-business-partner-voice-process-1656883?ref=sp&jobPos=70 3.9 2,885+ Reviews Sagility - Associate Director - HR Business Partner - Voice Process",8 - 15 yrs,Bangalore/Hyderabad,Posted 1 month ago      2026-02-07 20:21:46  Sagility - Associate Director - HR Business Partner - Voice Process https://www.iimjobs.com/j/sagility-associate-director-hr-business-partner-voice-process-1656883?ref=sp&jobPos=70,3.9,2885,"Sagility Associate Director - HR Business Partner - Voice Process 8 - 15 yrs Sagility - Associate Director - HR Business Partner - Voice Process Posted 1 month ago      2026-02-07 20:21:46  Sagility - Associate Director - HR Business Partner - Voice Process https://www.iimjobs.com/j/sagility-associate-director-hr-business-partner-voice-process-1656883?ref=sp&jobPos=70 3.9 2,885+ Reviews Sagility - Associate Director - HR Business Partner - Voice Process 8 - 15 yrs Bangalore/Hyderabad 3.9 2,885+ Reviews Posted 1 month ago      2026-02-07 20:21:46  Sagility - Associate Director - HR Business Partner - Voice Process https://www.iimjobs.com/j/sagility-associate-director-hr-business-partner-voice-process-1656883?ref=sp&jobPos=70",
SITA 2025 Consultant,"HR Operations - Payroll 5 - 7 yrs SITA 2025 - Consultant - HR Operations - Payroll Posted 2 months ago      2026-02-07 20:21:47 HR Operations, Payroll SITA 2025 - Consultant - HR Operations - Payroll https://www.iimjobs.com/j/sita-2025-consultant-hr-operations-payroll-1648885?ref=sp&jobPos=71   SITA 2025 - Consultant - HR Operations - Payroll",5 - 7 yrs,Delhi,"Posted 2 months ago      2026-02-07 20:21:47 HR Operations, Payroll SITA 2025 - Consultant - HR Operations - Payroll https://www.iimjobs.com/j/sita-2025-consultant-hr-operations-payroll-1648885?ref=sp&jobPos=71",,,"SITA 2025 Consultant - HR Operations - Payroll 5 - 7 yrs SITA 2025 - Consultant - HR Operations - Payroll Posted 2 months ago      2026-02-07 20:21:47 HR Operations, Payroll SITA 2025 - Consultant - HR Operations - Payroll https://www.iimjobs.com/j/sita-2025-consultant-hr-operations-payroll-1648885?ref=sp&jobPos=71   SITA 2025 - Consultant - HR Operations - Payroll 5 - 7 yrs Delhi Posted 2 months ago      2026-02-07 20:21:47 HR Operations, Payroll SITA 2025 - Consultant - HR Operations - Payroll https://www.iimjobs.com/j/sita-2025-consultant-hr-operations-payroll-1648885?ref=sp&jobPos=71",
Corporate HR Manager Garment Manufacturing Firm 5,10 yrs Corporate HR Manager - Garment Manufacturing Firm Posted 2 months ago      2026-02-07 20:21:47  Corporate HR Manager - Garment Manufacturing Firm https://www.iimjobs.com/j/corporate-hr-manager-garment-manufacturing-firm-1645370?ref=sp&jobPos=72   Corporate HR Manager - Garment Manufacturing Firm,5 - 10 yrs,Faridabad,Posted 2 months ago      2026-02-07 20:21:47  Corporate HR Manager - Garment Manufacturing Firm https://www.iimjobs.com/j/corporate-hr-manager-garment-manufacturing-firm-1645370?ref=sp&jobPos=72,,,Corporate HR Manager Garment Manufacturing Firm 5 - 10 yrs Corporate HR Manager - Garment Manufacturing Firm Posted 2 months ago      2026-02-07 20:21:47  Corporate HR Manager - Garment Manufacturing Firm https://www.iimjobs.com/j/corporate-hr-manager-garment-manufacturing-firm-1645370?ref=sp&jobPos=72   Corporate HR Manager - Garment Manufacturing Firm 5 - 10 yrs Faridabad Diversity Inclusive Posted 2 months ago      2026-02-07 20:21:47  Corporate HR Manager - Garment Manufacturing Firm https://www.iimjobs.com/j/corporate-hr-manager-garment-manufacturing-firm-1645370?ref=sp&jobPos=72,
HR Business Partner Global Business Solutions 5,8 yrs HR Business Partner - Global Business Solutions Posted 2 months ago      2026-02-07 20:21:48  HR Business Partner - Global Business Solutions https://www.iimjobs.com/j/hr-business-partner-global-business-solutions-1644584?ref=sp&jobPos=74   HR Business Partner - Global Business Solutions,5 - 8 yrs,Others,Posted 2 months ago      2026-02-07 20:21:48  HR Business Partner - Global Business Solutions https://www.iimjobs.com/j/hr-business-partner-global-business-solutions-1644584?ref=sp&jobPos=74,,,HR Business Partner Global Business Solutions 5 - 8 yrs HR Business Partner - Global Business Solutions Posted 2 months ago      2026-02-07 20:21:48  HR Business Partner - Global Business Solutions https://www.iimjobs.com/j/hr-business-partner-global-business-solutions-1644584?ref=sp&jobPos=74   HR Business Partner - Global Business Solutions 5 - 8 yrs Others Posted 2 months ago      2026-02-07 20:21:48  HR Business Partner - Global Business Solutions https://www.iimjobs.com/j/hr-business-partner-global-business-solutions-1644584?ref=sp&jobPos=74,
NMTRONICS HR Operations Specialist 10,12 yrs NMTRONICS - HR Operations Specialist Posted 2 months ago      2026-02-07 20:21:48 HR Operations NMTRONICS - HR Operations Specialist https://www.iimjobs.com/j/nmtronics-hr-operations-specialist-1641514?ref=sp&jobPos=75   NMTRONICS - HR Operations Specialist,10 - 12 yrs,Noida,Posted 2 months ago      2026-02-07 20:21:48 HR Operations NMTRONICS - HR Operations Specialist https://www.iimjobs.com/j/nmtronics-hr-operations-specialist-1641514?ref=sp&jobPos=75,,,NMTRONICS HR Operations Specialist 10 - 12 yrs NMTRONICS - HR Operations Specialist Posted 2 months ago      2026-02-07 20:21:48 HR Operations NMTRONICS - HR Operations Specialist https://www.iimjobs.com/j/nmtronics-hr-operations-specialist-1641514?ref=sp&jobPos=75   NMTRONICS - HR Operations Specialist 10 - 12 yrs Noida Posted 2 months ago      2026-02-07 20:21:48 HR Operations NMTRONICS - HR Operations Specialist https://www.iimjobs.com/j/nmtronics-hr-operations-specialist-1641514?ref=sp&jobPos=75,
Sagility Associate Director,"HR Tech & Solutions Delivery 8 - 15 yrs Sagility - Associate Director - HR Tech & Solutions Delivery Posted 1 month ago      2026-02-07 20:21:49  Sagility - Associate Director - HR Tech & Solutions Delivery https://www.iimjobs.com/j/sagility-associate-director-hr-tech-and-solutions-delivery-1656880?ref=sp&jobPos=76 3.9 2,885+ Reviews Sagility - Associate Director - HR Tech & Solutions Delivery",8 - 15 yrs,Bangalore,Posted 1 month ago      2026-02-07 20:21:49  Sagility - Associate Director - HR Tech & Solutions Delivery https://www.iimjobs.com/j/sagility-associate-director-hr-tech-and-solutions-delivery-1656880?ref=sp&jobPos=76,3.9,2885,"Sagility Associate Director - HR Tech & Solutions Delivery 8 - 15 yrs Sagility - Associate Director - HR Tech & Solutions Delivery Posted 1 month ago      2026-02-07 20:21:49  Sagility - Associate Director - HR Tech & Solutions Delivery https://www.iimjobs.com/j/sagility-associate-director-hr-tech-and-solutions-delivery-1656880?ref=sp&jobPos=76 3.9 2,885+ Reviews Sagility - Associate Director - HR Tech & Solutions Delivery 8 - 15 yrs Bangalore 3.9 2,885+ Reviews Posted 1 month ago      2026-02-07 20:21:49  Sagility - Associate Director - HR Tech & Solutions Delivery https://www.iimjobs.com/j/sagility-associate-director-hr-tech-and-solutions-delivery-1656880?ref=sp&jobPos=76",
Monarch Networth Capital Senior Manager,HR Operations 7 - 12 yrs Monarch Networth Capital - Senior Manager - HR Operations Posted 2 months ago      2026-02-07 20:21:49 HR Operations Monarch Networth Capital - Senior Manager - HR Operations https://www.iimjobs.com/j/monarch-networth-capital-senior-manager-hr-operations-1648696?ref=sp_br&jobPos=77   Monarch Networth Capital - Senior Manager - HR Operations,7 - 12 yrs,Mumbai,Posted 2 months ago      2026-02-07 20:21:49 HR Operations Monarch Networth Capital - Senior Manager - HR Operations https://www.iimjobs.com/j/monarch-networth-capital-senior-manager-hr-operations-1648696?ref=sp_br&jobPos=77,,,Monarch Networth Capital Senior Manager - HR Operations 7 - 12 yrs Monarch Networth Capital - Senior Manager - HR Operations Posted 2 months ago      2026-02-07 20:21:49 HR Operations Monarch Networth Capital - Senior Manager - HR Operations https://www.iimjobs.com/j/monarch-networth-capital-senior-manager-hr-operations-1648696?ref=sp_br&jobPos=77   Monarch Networth Capital - Senior Manager - HR Operations 7 - 12 yrs Mumbai Posted 2 months ago      2026-02-07 20:21:49 HR Operations Monarch Networth Capital - Senior Manager - HR Operations https://www.iimjobs.com/j/monarch-networth-capital-senior-manager-hr-operations-1648696?ref=sp_br&jobPos=77,
Govche HR Business Partner 8,15 yrs Govche - HR Business Partner Posted 2 months ago      2026-02-07 20:21:50  Govche - HR Business Partner https://www.iimjobs.com/j/govche-hr-business-partner-1639743?ref=sp&jobPos=78 3.9 52+ Reviews Govche - HR Business Partner,8 - 15 yrs,Chennai,Posted 2 months ago      2026-02-07 20:21:50  Govche - HR Business Partner https://www.iimjobs.com/j/govche-hr-business-partner-1639743?ref=sp&jobPos=78,3.9,52,Govche HR Business Partner 8 - 15 yrs Govche - HR Business Partner Posted 2 months ago      2026-02-07 20:21:50  Govche - HR Business Partner https://www.iimjobs.com/j/govche-hr-business-partner-1639743?ref=sp&jobPos=78 3.9 52+ Reviews Govche - HR Business Partner 8 - 15 yrs Chennai 3.9 52+ Reviews Posted 2 months ago      2026-02-07 20:21:50  Govche - HR Business Partner https://www.iimjobs.com/j/govche-hr-business-partner-1639743?ref=sp&jobPos=78,
Besmak Assistant Manager,HR Business Partner 6 - 8 yrs Besmak - Assistant Manager - HR Business Partner Posted 1 month ago      2026-02-07 20:21:50  Besmak - Assistant Manager - HR Business Partner https://www.iimjobs.com/j/besmak-assistant-manager-hr-business-partner-1650586?ref=sp_br&jobPos=79   Besmak - Assistant Manager - HR Business Partner,6 - 8 yrs,Chennai,Posted 1 month ago      2026-02-07 20:21:50  Besmak - Assistant Manager - HR Business Partner https://www.iimjobs.com/j/besmak-assistant-manager-hr-business-partner-1650586?ref=sp_br&jobPos=79,,,Besmak Assistant Manager - HR Business Partner 6 - 8 yrs Besmak - Assistant Manager - HR Business Partner Posted 1 month ago      2026-02-07 20:21:50  Besmak - Assistant Manager - HR Business Partner https://www.iimjobs.com/j/besmak-assistant-manager-hr-business-partner-1650586?ref=sp_br&jobPos=79   Besmak - Assistant Manager - HR Business Partner 6 - 8 yrs Chennai Posted 1 month ago      2026-02-07 20:21:50  Besmak - Assistant Manager - HR Business Partner https://www.iimjobs.com/j/besmak-assistant-manager-hr-business-partner-1650586?ref=sp_br&jobPos=79,
Misha Infotech HR Operations Manager 6,9 yrs Misha Infotech - HR Operations Manager Posted 2 months ago      2026-02-07 20:21:51 HR Operations Misha Infotech - HR Operations Manager https://www.iimjobs.com/j/misha-infotech-hr-operations-manager-1641438?ref=sp&jobPos=80   Misha Infotech - HR Operations Manager,6 - 9 yrs,Noida,Posted 2 months ago      2026-02-07 20:21:51 HR Operations Misha Infotech - HR Operations Manager https://www.iimjobs.com/j/misha-infotech-hr-operations-manager-1641438?ref=sp&jobPos=80,,,Misha Infotech HR Operations Manager 6 - 9 yrs Misha Infotech - HR Operations Manager Posted 2 months ago      2026-02-07 20:21:51 HR Operations Misha Infotech - HR Operations Manager https://www.iimjobs.com/j/misha-infotech-hr-operations-manager-1641438?ref=sp&jobPos=80   Misha Infotech - HR Operations Manager 6 - 9 yrs Noida Posted 2 months ago      2026-02-07 20:21:51 HR Operations Misha Infotech - HR Operations Manager https://www.iimjobs.com/j/misha-infotech-hr-operations-manager-1641438?ref=sp&jobPos=80,
Air India SATS Airport Services Assistant Vice President,HR Business Partner 12 - 15 yrs Air India SATS Airport Services - Assistant Vice President - HR Business Partner Posted 1 month ago      2026-02-07 20:21:51  Air India SATS Airport Services - Assistant Vice President - HR Business Partner https://www.iimjobs.com/j/air-india-sats-airport-services-assistant-vice-president-hr-business-partner-1659880?ref=sp&jobPos=81   Air India SATS Airport Services - Assistant Vice President - HR Business Partner,12 - 15 yrs,Gurgaon/Gurugram,Posted 1 month ago      2026-02-07 20:21:51  Air India SATS Airport Services - Assistant Vice President - HR Business Partner https://www.iimjobs.com/j/air-india-sats-airport-services-assistant-vice-president-hr-business-partner-1659880?ref=sp&jobPos=81,,,Air India SATS Airport Services Assistant Vice President - HR Business Partner 12 - 15 yrs Air India SATS Airport Services - Assistant Vice President - HR Business Partner Posted 1 month ago      2026-02-07 20:21:51  Air India SATS Airport Services - Assistant Vice President - HR Business Partner https://www.iimjobs.com/j/air-india-sats-airport-services-assistant-vice-president-hr-business-partner-1659880?ref=sp&jobPos=81   Air India SATS Airport Services - Assistant Vice President - HR Business Partner 12 - 15 yrs Gurgaon/Gurugram Posted 1 month ago      2026-02-07 20:21:51  Air India SATS Airport Services - Assistant Vice President - HR Business Partner https://www.iimjobs.com/j/air-india-sats-airport-services-assistant-vice-president-hr-business-partner-1659880?ref=sp&jobPos=81,
Atomberg Technologies Program Manager,Sales HR 2 - 4 yrs Atomberg Technologies - Program Manager - Sales HR Posted 2 months ago      2026-02-07 20:21:52  Atomberg Technologies - Program Manager - Sales HR https://www.iimjobs.com/j/atomberg-technologies-program-manager-sales-hr-1646303?ref=sp_br&jobPos=82 3.8 493+ Reviews Atomberg Technologies - Program Manager - Sales HR,2 - 4 yrs,Mumbai,Posted 2 months ago      2026-02-07 20:21:52  Atomberg Technologies - Program Manager - Sales HR https://www.iimjobs.com/j/atomberg-technologies-program-manager-sales-hr-1646303?ref=sp_br&jobPos=82,3.8,493,Atomberg Technologies Program Manager - Sales HR 2 - 4 yrs Atomberg Technologies - Program Manager - Sales HR Posted 2 months ago      2026-02-07 20:21:52  Atomberg Technologies - Program Manager - Sales HR https://www.iimjobs.com/j/atomberg-technologies-program-manager-sales-hr-1646303?ref=sp_br&jobPos=82 3.8 493+ Reviews Atomberg Technologies - Program Manager - Sales HR 2 - 4 yrs Mumbai 3.8 493+ Reviews Posted 2 months ago      2026-02-07 20:21:52  Atomberg Technologies - Program Manager - Sales HR https://www.iimjobs.com/j/atomberg-technologies-program-manager-sales-hr-1646303?ref=sp_br&jobPos=82,
DSM-Firmenich Manager,HR Business Partner 5 - 10 yrs DSM-Firmenich - Manager - HR Business Partner Posted 2 months ago      2026-02-07 20:21:52  DSM-Firmenich - Manager - HR Business Partner https://www.iimjobs.com/j/dsm-firmenich-manager-hr-business-partner-1646288?ref=sp&jobPos=83 4.1 194+ Reviews DSM-Firmenich - Manager - HR Business Partner,5 - 10 yrs,Hyderabad,Posted 2 months ago      2026-02-07 20:21:52  DSM-Firmenich - Manager - HR Business Partner https://www.iimjobs.com/j/dsm-firmenich-manager-hr-business-partner-1646288?ref=sp&jobPos=83,4.1,194,DSM-Firmenich Manager - HR Business Partner 5 - 10 yrs DSM-Firmenich - Manager - HR Business Partner Posted 2 months ago      2026-02-07 20:21:52  DSM-Firmenich - Manager - HR Business Partner https://www.iimjobs.com/j/dsm-firmenich-manager-hr-business-partner-1646288?ref=sp&jobPos=83 4.1 194+ Reviews DSM-Firmenich - Manager - HR Business Partner 5 - 10 yrs Hyderabad 4.1 194+ Reviews Posted 2 months ago      2026-02-07 20:21:52  DSM-Firmenich - Manager - HR Business Partner https://www.iimjobs.com/j/dsm-firmenich-manager-hr-business-partner-1646288?ref=sp&jobPos=83,
Wipro Enterprises Assistant Manager/Senior HR Executive,HR Technology 1 - 3 yrs Wipro Enterprises - Assistant Manager/Senior HR Executive - HR Technology Posted 2 months ago      2026-02-07 20:21:53  Wipro Enterprises - Assistant Manager/Senior HR Executive - HR Technology https://www.iimjobs.com/j/wipro-enterprises-assistant-manager-senior-hr-executive-hr-technology-1641022?ref=sp_br&jobPos=84   Wipro Enterprises - Assistant Manager/Senior HR Executive - HR Technology,1 - 3 yrs,Bangalore,Posted 2 months ago      2026-02-07 20:21:53  Wipro Enterprises - Assistant Manager/Senior HR Executive - HR Technology https://www.iimjobs.com/j/wipro-enterprises-assistant-manager-senior-hr-executive-hr-technology-1641022?ref=sp_br&jobPos=84,,,Wipro Enterprises Assistant Manager/Senior HR Executive - HR Technology 1 - 3 yrs Wipro Enterprises - Assistant Manager/Senior HR Executive - HR Technology Posted 2 months ago      2026-02-07 20:21:53  Wipro Enterprises - Assistant Manager/Senior HR Executive - HR Technology https://www.iimjobs.com/j/wipro-enterprises-assistant-manager-senior-hr-executive-hr-technology-1641022?ref=sp_br&jobPos=84   Wipro Enterprises - Assistant Manager/Senior HR Executive - HR Technology 1 - 3 yrs Bangalore Posted 2 months ago      2026-02-07 20:21:53  Wipro Enterprises - Assistant Manager/Senior HR Executive - HR Technology https://www.iimjobs.com/j/wipro-enterprises-assistant-manager-senior-hr-executive-hr-technology-1641022?ref=sp_br&jobPos=84,
